source,target
"Sets the variation in the number of lines included in each group, in %.","Задаёт вариацию числа линий, входящих в каждую группу, в процентах."
Set size of area where line is not drawn. The value of [Gap] multiplied by the value specified in [Gap of line] sets the breadth of the portion where you do not draw a line.,"Задайте размер области, где линия не рисуется. Значение [Зазор], умноженное на значение, указанное в [Зазор линии], задаёт ширину участка, где линия не рисуется."
"Choose whether to create lines on the selected layer or make a new focus lines layer so you can edit the lines later. When editing the lines, if the setting is not ""Always create focus lines layer,"" you will only be able to edit the reference line. ","Выберите, создавать ли линии на выбранном слое или создать новый слой фокусных линий, чтобы можно было отредактировать линии позже. При редактировании линий, если параметр не «Всегда создавать слой фокусных линий», можно будет редактировать только эталонную линию. "
"If you turn this on when snapping to radial line/curve rulers is turned on, the focus lines will follow the ruler. Otherwise, center of the focus lines will be the center of the drawn shape.","Если включить этот параметр при включённой привязке к радиальным линейкам линий/кривых, фокусные линии будут следовать за линейкой. В противном случае центром фокусных линий будет центр нарисованной фигуры."
"Sets the gap between lines to be drawn. If you select [Gap of line (angle)], designate the degree of the angle at the center point. If you select [Gap of line (distance)], designate the distance on the curve drawn by a tool.","Задаёт зазор между рисуемыми линиями. Если выбрать [Зазор линии (угол)], укажите величину угла в центральной точке. Если выбрать [Зазор линии (расстояние)], укажите расстояние на кривой, нарисованной инструментом."
The points where to start to draw a line shall be shifted regularly like a saw's teeth.,"Точки, где начинается рисование линии, регулярно смещаются, как зубья пилы."
Adjusts the density of jags by specifying the number of jags per cycle.,Настраивает плотность зубцов путём указания числа зубцов за цикл.
Set the difference between the distance of the closest and furthest starting points from the center of the focus lines. ,Задайте разницу между расстоянием ближайших и дальнейших начальных точек от центра фокусных линий. 
"Fill the area enclosed with the reference line. With the use of [Make the reference position jagged], fill it jagged.","Заливать область, ограниченную эталонной линией. С использованием [Сделать опорное положение зубчатым] заливать её зубчато."
Sets the opacity of the fill area. The Fill Opacity value will be combined with the layer opacity.,Задаёт непрозрачность области заливки. Значение непрозрачности заливки сочетается с непрозрачностью слоя.
"Choose whether to create lines on the selected layer or make a new speed lines layer so you can edit the lines later. When editing the lines, if the setting is not ""Always create speed lines layer,"" you will only be able to edit the reference line. ","Выберите, создавать ли линии на выбранном слое или создать новый слой линий движения, чтобы можно было отредактировать линии позже. При редактировании линий, если параметр не «Всегда создавать слой линий движения», можно будет редактировать только эталонную линию. "
"If you turn this on when snapping to a parallel line ruler or multiple curve ruler is also turned on, the speed lines will be created along that. Otherwise, the lines will be created at the angle specified in settings.","Если включить этот параметр, когда также включена привязка к линейке параллельных линий или линейке нескольких кривых, линии движения создаются вдоль неё. В противном случае линии создаются под углом, указанным в настройках."
"However long a reference line you drew, only the number of lines specified here cannot be drawn. Increasing the number to too high a value will slow down the process.","Какой бы длинной ни была нарисованная эталонная линия, может быть нарисовано только указанное здесь число линий. Увеличение числа до слишком высокого значения замедлит обработку."
Sets the angle of the line when you do not use a parallel line ruler or multiple curve ruler.,"Задаёт угол линии, когда не используется линейка параллельных линий или линейка нескольких кривых."
Set the gap between lines to be drawn.,Задайте зазор между рисуемыми линиями.
Select font size to use.,Выберите используемый размер шрифта.
Change font size.,Изменить размер шрифта.
"Set text as bold, italic, underlined or strikeout.
Underline and strikeout can only be used for horizontal text.","Сделайте текст жирным, курсивом, подчеркнутым или зачеркнутым.
Подчеркивание и зачеркивание можно использовать только для горизонтального текста."
Set vertical or horizontal to text.,Задать тексту вертикальное или горизонтальное направление.
Set the horizontal transformation ratio (%) of the text.,Задайте коэффициент горизонтальной трансформации (%) текста.
Set the vertical transformation ratio (%) of the text.,Задайте коэффициент вертикальной трансформации (%) текста.
"Anti-aliasing reduces jaggies and makes a smoother outline.
When selecting [Canvas settings], a text object is created with anti-aliasing settings appropriate for the expression color of canvas.","Сглаживание уменьшает неровности и делает контур более плавным.
При выборе [Настройки холста] текстовый объект создается с настройками сглаживания, соответствующими цвету выражения холста."
Set half-width punctuation marks.,Задайте знаки препинания половинной ширины.
"When this option is turned on, text will wrap within the frame.
When it is off, the size of the frame will adjust to fit the text.","Когда эта опция включена, текст будет переноситься внутри рамки.
Когда он выключен, размер рамки будет подстраиваться под текст."
"Align the text so it lines up with both sides of the text box.
This setting is only available when “Wrap text at frame” is turned on.","Выровняйте текст так, чтобы он совпадал с обеими сторонами текстового поля.
Этот параметр доступен только в том случае, если включен параметр «Перенос текста во фрейм»."
"Set where the text is placed inside the frame.
This setting is only available when “Wrap text at frame” is turned on.","Установите место размещения текста внутри фрейма.
Этот параметр доступен только в том случае, если включен параметр «Перенос текста во фрейм»."
Set thickness of text edges,Задайте толщину краёв текста
Set color of text edges,Задайте цвет краёв текста
Set background color of text,Задайте цвет фона текста
Set opacity of background color of text,Задайте непрозрачность цвета фона текста
"Set text color when adding text
[Main color] and [Sub color] use the current main drawing color and sub drawing color. Use specified color for [User color].","Установить цвет текста при добавлении текста
[Основной цвет] и [Дополнительный цвет] используют текущий основной цвет рисунка и дополнительный цвет рисунка. Используйте указанный цвет для [Цвет пользователя]."
Choose the color of the text being edited,Выберите цвет редактируемого текста
"Enter text by specifying from the text list.
This will be used for entering external characters.","Введите текст, указав его из списка текстов.
Это будет использоваться для ввода внешних символов."
Choose the alignment of the text.,Выберите выравнивание текста.
"Adjust line space.
Adjust line space by length when selecting [Length] in [How to specify].
Specify line space by percentage (%) when selecting [Percentage] in [Specify].","Отрегулируйте расстояние между строками.
Отрегулируйте межстрочный интервал по длине при выборе [Длина] в [Как указать].
Укажите межстрочный интервал в процентах (%) при выборе [Процент] в [Указать]."
"Set how to specify line space.
Specify line space by length when selecting [Specify length].
Specify line space by percentage (%) when selecting [Specify percentage].","Установите способ указания межстрочного интервала.
Укажите межстрочный интервал по длине при выборе [Указать длину].
Укажите межстрочный интервал в процентах (%) при выборе [Указать процент]."
"Set how many consecutive halfwidth characters to show automatically in TateChuYoko (Horizontal in Vertical). If [2 characters] is set, strings of 2 halfwidth characters are shown in TateChuYoko (Horizontal in Vertical) and longer strings of halfwidth characters (3 characters or more) are shown as vertical text.","Задайте, сколько последовательных символов половинной ширины автоматически отображать в TateChuYoko (горизонтально в вертикальном). Если задано [2 символа], строки из 2 символов половинной ширины отображаются в TateChuYoko (горизонтально в вертикальном), а более длинные строки символов половинной ширины (3 символа и более) отображаются как вертикальный текст."
"Select number of letters in single-byte for TateChuYoko (Horizontal in Vertical).
This can be used when [None] is set for [Auto TateChuYoko (Horizontal in Vertical)].","Выберите количество однобайтовых букв для TateChuYoko (горизонтально по вертикали).
Эту функцию можно использовать, если для параметра [Авто TateChuYoko (Горизонтально по вертикали)] установлено значение [Нет]."
Specifies reading font size as ratio (%) of main text font size.,Указывает размер шрифта чтения как долю (%) от размера шрифта основного текста.
Set readings for kanji characters. Readings can also be deleted. ,Задайте чтения для символов кандзи. Чтения также можно удалить. 
Set font of reading.,Задайте шрифт чтения.
Set position of reading,Задайте положение чтения
Adjust position of reading.,Настройте положение чтения.
Set gap between reading and main text.,Задайте зазор между чтением и основным текстом.
Set text spacing of reading.,Задайте межсимвольный интервал чтения.
"Adjust text spacing of reading.
This can be used when [Free] is set for [Reading space].","Отрегулируйте расстояние между текстами при чтении.
Эту функцию можно использовать, если для параметра [Пространство для чтения] установлено значение [Свободно]."
"You can set the spacing between kerning pairs.
When set to “Manual,” you can adjust the spacing of chosen kerning pairs numerically.
“Matrix” will automatically adjust the spacing of specific kerning pairs based on the font information. If there is no information in the font, the characters will be spaced as standard.","Вы можете установить расстояние между парами кернинга.
Если установлено значение «Вручную», вы можете настроить интервал между выбранными парами кернинга численно.
«Матрица» автоматически регулирует интервал между определенными парами кернинга на основе информации о шрифте. Если в шрифте нет информации, символы будут располагаться стандартно."
Set the space between one character and the next.,Задайте интервал между одним символом и следующим.
Specify the ratio of the gap on either side of each character (%).,Укажите долю зазора с каждой стороны каждого символа (%).
"Turn on Ligatures to replace specific combinations of characters with ligatures.
If you turn on Contextual alternates, different glyphs will be used depending on the characters before and after. 
These settings only apply to fonts that support each function.","Включите «Лигатуры», чтобы заменить определенные комбинации символов лигатурами.
Если вы включите контекстные альтернативы, в зависимости от символов до и после будут использоваться разные глифы. 
Эти настройки применяются только к шрифтам, поддерживающим каждую функцию."
Allow to resize by handle.,Разрешить изменение размера маркером.
Adjust display quality of text in editing.,Настройте качество отображения текста при редактировании.
Characters appear as outlines.,Символы отображаются как контуры.
Set how to proceed when adding text.,"Задайте, как действовать при добавлении текста."
Adjust the rotation angle around the horizontal axis.,Настройте угол поворота вокруг горизонтальной оси.
Adjust the horizontal skew of the text.,Настройте горизонтальный наклон текста.
Adjust the vertical skew of the text.,Настройте вертикальный наклон текста.
Maintain the aspect ratio while transforming the text.,Сохранять соотношение сторон при трансформации текста.
Flips the text horizontally or vertically.,Отражает текст по горизонтали или по вертикали.
"Choose whether to create a text box or select text when dragging on the canvas.
When set to  “Create text box,” a text box with word wrapping is created. When set to “Select Text,” any text in the area will be selected.
","Выберите, создавать ли текстовое поле или выбирать текст при перетаскивании по холсту.
Если установлено значение «Создать текстовое поле», создается текстовое поле с переносом слов. Если установлено значение «Выбрать текст», любой текст в области будет выбран."
"Select whether changes to the Tool Settings palette apply to new text or selected text. When set to “New only”, changes in the Tool Settings will not affect any selected text. When set to “Selected text”, the properties will apply to new and selected text.

",
"Choose how to create selections. 
“Select New” will deselect any selected text and selects new text. “Add to selection” will add additional text to the existing selection. [Toggle selection] will select or deselect the tapped text. You can drag to select additional text within the range.


","Выберите, как создавать выборки. 
«Выбрать новый» отменит выделение любого выделенного текста и выделит новый текст. «Добавить к выделению» добавит дополнительный текст к существующему выделению. [Переключить выбор] выделит или отменит выбор нажатого текста. Вы можете перетащить, чтобы выбрать дополнительный текст в диапазоне."
"When turned on, text will be placed around a circle.
When typing in a circle, text that goes on a second line, as well as underline, strikethrough, and ruby text are not visible. “Wrap text at frame” and “Skew” settings are disabled.","При включении текст будет располагаться по кругу.
При вводе по кругу текст, расположенный на второй строке, а также подчеркнутый, зачеркнутый и рубиновый текст не виден. Настройки «Перенос текста по рамке» и «Наклон» отключены."
Sets the radius of the circle where the text will be placed,"Задаёт радиус круга, по которому будет размещён текст"
"Sets the direction in which text is placed along the circle.
When set to Clockwise, the characters will be arranged in a clockwise direction.
When set to Counter-clockwise, the characters are arranged so that the text reads counterclockwise.","Устанавливает направление размещения текста по кругу.
Если установлено значение «По часовой стрелке», символы будут расположены по часовой стрелке.
Если установлено значение «Против часовой стрелки», символы располагаются таким образом, чтобы текст читался против часовой стрелки."
"Evenly spaces characters or words between the start and end points.
You can adjust the start and end points with the handles on the canvas.","Равномерно распределяет символы или слова между начальной и конечной точками.
Вы можете настроить начальную и конечную точки с помощью маркеров на холсте."
"Choose the version for the text input settings. 
Text will be added according to the settings of the selected version.
In some cases, the text may appear differently depending on the chosen version.","Выберите версию для настроек ввода текста. 
Текст будет добавлен согласно настройкам выбранной версии.
В некоторых случаях текст может выглядеть по-разному в зависимости от выбранной версии."
"When this option is turned on, processes will be applied to lines as a whole.
 When it is turned off, processes will only apply to the parts of lines that the tool covers.","При включении этой опции процессы будут применяться к строкам в целом.
 Когда он отключен, процессы будут применяться только к частям линий, которые охватывает инструмент."
Switch the active layer by clicking a stroke on a different layer.,Переключать активный слой щелчком по мазку на другом слое.
"When this setting is turned off, the tool will not snap to symmetrical rulers even when snapping is enabled.",
"[Move control points] allows you to drag the control points. [Add control point] allows you to add control points by clicking the line. [Delete control point] allows you to delete control points by clicking them. [Switch corner] switches between sharp corners and smooth curves when you click a control point. With [Adjust line width] and [Adjust opacity], you can drag the control points side to side. [Split line] divides the line into two at the point where you click it.","[Перемещать контрольные точки] позволяет перетаскивать контрольные точки. [Добавить контрольную точку] позволяет добавлять контрольные точки щелчком по линии. [Удалить контрольную точку] позволяет удалять контрольные точки щелчком по ним. [Переключить угол] переключает между острыми углами и плавными кривыми при щелчке по контрольной точке. С помощью [Настроить ширину линии] и [Настроить непрозрачность] можно перетаскивать контрольные точки из стороны в сторону. [Разделить линию] делит линию на две в точке, по которой вы щёлкаете."
Reduce the number of control points. This simplifies the shape of the line and makes it smoother.,Уменьшить число контрольных точек. Это упрощает форму линии и делает её более плавной.
"When this option is turned on, sharp points will be changed to smooth curves, creating a rounded shape.
When it is turned off, corners will stay as they are for a sharper effect.","Когда эта опция включена, острые точки будут заменены плавными кривыми, создавая округлую форму.
Когда он выключен, углы останутся такими, какие они есть, для более резкого эффекта."
"When this option is turned on, processes will be applied to lines as a whole.","Когда этот параметр включён, обработка применяется к линиям целиком."
"Changes the type of curve. When the curve type is changed, the control points are recalibrated, so in some cases the number of control points may increase.","Изменяет тип кривой. При изменении типа кривой контрольные точки пересчитываются, поэтому в некоторых случаях число контрольных точек может увеличиться."
"Connect overlapping lines into a single line. The larger the value is, the further that lines can be connected. If the value is too high, lines may be connected in an unintended way.","Соединять перекрывающиеся линии в одну линию. Чем больше значение, тем дальше могут соединяться линии. Если значение слишком велико, линии могут соединиться непредусмотренным образом."
"Connect lines even if they are different colors or have different brush shapes. In this case, the color will change to match one of the lines.","Соединять линии, даже если они разных цветов или имеют разные формы кисти. В этом случае цвет изменится в соответствии с одной из линий."
"Erase shorter line within processing area.
Whether it is short or not is judged by the length of the vector path.","Сотрите более короткую линию в области обработки.
Короткий он или нет, судят по длине векторного пути."
"Select whether to move edge of pinched line.
 If selecting [Fix one end], not move one end distant from moving part.","Выберите, следует ли перемещать край защемленной линии.
 При выборе [Зафиксировать один конец] не перемещайте один конец далеко от движущейся части."
"Adjust range to bend within one line.
The bigger value is, whole line bends like wire. the smaller value is, it just bends where you pinched, like wool.","Отрегулируйте диапазон так, чтобы он изгибался в пределах одной линии.
Чем больше значение, тем больше линия изгибается, как проволока. чем меньше значение, тем он просто сгибается там, где вы его зажали, как шерсть."
"When starting to drag, change the range of the lines from when the cursor position is changed. 
The larger the value, the more the lines are moved at once.","При начале перетаскивания измените диапазон линий с момента изменения положения курсора. 
Чем больше значение, тем больше строк перемещается одновременно."
"Depends on how close to control point, shape may be distorted.
If setting this check on, it will not happen because it adds enough control points before bending. If setting it off, straight line will be bent as it is.","В зависимости от того, насколько близко к контрольной точке форма может искажаться.
Если включить эту проверку, этого не произойдет, поскольку перед сгибанием добавляется достаточное количество контрольных точек. Если его отключить, прямая линия будет изогнута как есть."
Pinch the end of a line and drag it towards another line to connect them. Overlapped lines with the same color will combine into one line.,"Сожмите конец линии и перетащите его к другой линии, чтобы соединить их. Перекрывающиеся линии одного цвета объединятся в одну линию."
Specify how to change line width and degree of it.,"Укажите, как изменять ширину линии и степень этого изменения."
"When this option is turned on, you can correct the line width while adding control points. This option is useful when you want to adjust the line width of lines with few control points.","Когда этот параметр включён, можно корректировать ширину линии при добавлении контрольных точек. Этот параметр полезен, когда нужно настроить ширину линий с малым числом контрольных точек."
"Specifies the smoothening range of the line width correction for both end points. The correction changes according to the range (a locally focused correction in case of a small range, a smoother correction for a big range).","Указывает диапазон сглаживания коррекции ширины линии для обеих конечных точек. Коррекция изменяется в зависимости от диапазона (локально сфокусированная коррекция в случае малого диапазона, более плавная коррекция для большого диапазона)."
"When this option is turned on, the ruler will be created on the current editing layer. If it is turned off, the ruler will be created on a new layer at the bottom of the layer palette.","Когда этот параметр включён, линейка создаётся на текущем редактируемом слое. Если он выключен, линейка создаётся на новом слое внизу палитры слоёв."
"Set whether to show a measurement scale on the ruler and the unit. If “Equal division” or “Golden ratio” are selected, the divisions will be adjusted depending on the length of the ruler.","Задайте, показывать ли измерительную шкалу на линейке, и её единицу. Если выбраны «Равное деление» или «Золотое сечение», деления настраиваются в зависимости от длины линейки."
Select type of special ruler to create.,Выберите тип создаваемой специальной линейки.
"Settings for shape of line.
For [Spline], it is a curve running through point you click.
For [Quadratic Bezier], it is a curve running through point you click.","Настройки формы линии.
Для [Сплайна] это кривая, проходящая через точку, в которой вы щелкнули.
Для [Квадратичного Безье] это кривая, проходящая через точку, в которой вы щелкнули."
Create perfect circle with the concentric circle ruler,Создать идеальный круг с помощью линейки концентрических кругов
Adjust the angle of the circle ruler after dragging to set the size of the ruler.,Настройте угол линейки круга после перетаскивания для задания размера линейки.
"When set to ”Add vanishing point,” a vanishing point is created at the intersection of two lines created by dragging. Other modes apply to the guide line or vanishing point that is tapped.","Когда задан режим «Добавить точку схода», точка схода создаётся на пересечении двух линий, созданных перетаскиванием. Другие режимы применяются к направляющей линии или точке схода, по которой выполнено касание."
"Change 1-point perspective to 2-point perspective, 2-point perspective to 3-point perspective. This affects the position of the eye level, snapping to vertical lines, and the grid.","Изменяет 1-точечную перспективу на 2-точечную, 2-точечную перспективу на 3-точечную. Это влияет на положение линии горизонта, привязку к вертикальным линиям и сетку."
"When creating the first vanishing point, you can adjust the fisheye distortion by dragging the first line created upwards or downwards.","При создании первой точки схода можно настроить искажение «рыбий глаз», перетаскивая первую созданную линию вверх или вниз."
"Change the number of lines simultaneously drawn at a snap. For rotation symmetry, two symmetry (point symmetry) when value is two and five symmetry when value is five. For line symmetry, symmetry axis is one when value is two and three when value is six.","Изменяет число линий, одновременно рисуемых при привязке. Для поворотной симметрии: двойная симметрия (точечная симметрия) при значении два и пятикратная симметрия при значении пять. Для линейной симметрии: одна ось симметрии при значении два и три при значении шесть."
"Turn this option on to create rulers with mirror (line) symmetry, and turn it off to create rulers with rotational symmetry. To use mirror symmetry, the number of lines must be even.",Включите этот параметр для создания линеек с зеркальной (линейной) симметрией и выключите его для создания линеек с поворотной симметрией. Для использования зеркальной симметрии число линий должно быть чётным.
"Select shape of line when dividing border. For [Divide by straight line], divide in the direction of drag. For [Divide by polyline] and [Divide by spline], divide by the curve connecting clicked points.","Выберите форму линии при делении границы. Для [Делить прямой линией] делите в направлении перетаскивания. Для [Делить ломаной] и [Делить сплайном] делите по кривой, соединяющей точки щелчков."
Gap of two lines separating border lines should follow value set in [Frame Border] of [Preferences].,"Зазор двух линий, разделяющих граничные линии, должен следовать значению, заданному в [Граница рамки] в [Параметрах]."
"Set gap of two lines to divide borders. If [Shape of division] is [Divide by straight line], this value will be used to divide borders vertically. By setting value 0, borders will be divided by a single line.","Задайте зазор двух линий для деления границ. Если [Форма деления] — [Делить прямой линией], это значение используется для деления границ по вертикали. При задании значения 0 границы делятся одной линией."
"If [Shape of division] is [Divide by straight line], set gap between two frame borders when separating them horizontally. By setting value 0, borders will be divided by a single line.","Если [Форма деления] — [Делить прямой линией], задайте зазор между двумя границами рамки при разделении их по горизонтали. При задании значения 0 границы делятся одной линией."
"By [Divide frame border and duplicate inside layer], you can create folder for each border line and duplicate layer inside folder.
By [Divide frame border and create empty folder], you can create folder for each border line but cannot duplicate layer inside folder.
With [Divide not folder but frame border], several frames are created within the same folder.","С помощью [Разделить границу кадра и дублировать внутренний слой] вы можете создать папку для каждой линии границы и дублировать слой внутри папки.
С помощью [Разделить границу кадра и создать пустую папку] вы можете создать папку для каждой линии границы, но не можете дублировать слой внутри папки.
При выборе параметра [Разделить не папку, а границу кадра] в одной папке создается несколько кадров."
"[Push] pushes the pixels in the direction of the brush. [Push Left] and [Push Right] push the pixels to the left or right of the brush stroke. [Expand], [Pinch], [Twirl Clockwise] and [Twirl Anti-Clockwise] expand, pinch, or rotate the pixels around the cursor location.","[Толкать] толкает пиксели в направлении кисти. [Толкать влево] и [Толкать вправо] толкают пиксели влево или вправо от мазка кисти. [Расширить], [Сжать], [Закрутить по часовой стрелке] и [Закрутить против часовой стрелки] расширяют, сжимают или вращают пиксели вокруг положения курсора."
Sets the range of the liquify effect.,Задаёт диапазон эффекта пластики.
"Sets the focus of the liquify effect. When the value is low, the effect will be concentrated on the center point, and when the value is high, it will affect the surrounding areas.","Задаёт фокус эффекта пластики. При низком значении эффект сосредоточен в центральной точке, а при высоком влияет на окружающие области."
"When turned on, the effect is slightly blurred and smoothed. When turned off, the original colors will not be changed, but the edges may appear pixelated.","При включении эффект слегка размывается и сглаживается. При выключении исходные цвета не изменяются, но края могут выглядеть пикселизированными."
"When turned off, the reference position is calculated in a simpler way, so the image outside the edited area is included. When turned on, the image of only the edited area is referenced, but operation becomes slower.","При выключении опорное положение рассчитывается более простым способом, поэтому учитывается изображение за пределами редактируемой области. При включении учитывается изображение только редактируемой области, но работа замедляется."
Change whether to draw border line in frame border layer.,"Изменить, рисовать ли линию рамки в слое рамки."
Switch whether line should be drawn along with this frame border while drawing with pen. (Ruler of frame border folder on layer palette needs to be in display.),"Переключить, должна ли линия рисоваться вдоль этой рамки при рисовании пером. (Линейка папки рамок на палитре слоёв должна быть отображена.)"
Hide overlapped portion of the lower frame border if there's an overlapped area within a same frame border folder over a lower order overlapping (previously created) frame border.,"Скрыть перекрытую часть нижней рамки, если в одной папке рамок есть область, перекрытая ранее созданной рамкой более низкого порядка."
Change the color of line.,Изменить цвет линии.
Change the sub drawing color when the mixing ratio of sub drawing color is set or it is drawn with  gray tip shape.,"Изменить дополнительный цвет рисования, когда задан коэффициент смешивания дополнительного цвета или рисование выполняется серой формой кончика."
Create outline of balloon or fill inside.,Создать контур выноски или залить её внутри.
Change color of outline of balloon.,Изменить цвет контура выноски.
Change color within balloon.,Изменить цвет внутри выноски.
Change opacity of balloon.,Изменить непрозрачность выноски.
Change whether to spread many images in canvas and how to repeat.,"Изменить, размножать ли изображения по холсту и как их повторять."
"Tap the “Reset” button to reset the transformation to the original state. If using puppet warp, this will also remove any pins. 
Tap the “Flip horizontal” or “Flip vertical” buttons to flip the image around the center point.","Нажмите кнопку «Сбросить», чтобы сбросить трансформацию в исходное состояние. При использовании марионеточной деформации также будут удалены все булавки. 
Нажмите кнопки «Перевернуть по горизонтали» или «Перевернуть по вертикали», чтобы перевернуть изображение вокруг центральной точки."
"[Smooth edges] blends the colors of adjacent pixels and creates smooth edges.
 [Hard edges] produces sharper lines without blending the colors of adjacent pixels.
 [Clear edges] produces more accurate edges than smooth or hard, but white noise can sometimes appear around the edges. [High accuracy] blends the colors accurately based on the location and shape of the original pixels.","[Сглаженные края] смешивает цвета соседних пикселей и создает плавные края.
 [Жёсткие края] создают более четкие линии без смешивания цветов соседних пикселей.
 [Четкие края] дает более точные края, чем гладкие или жесткие, но иногда вокруг краев может появляться белый шум. [Высокая точность] точно смешивает цвета в зависимости от расположения и формы исходных пикселей."
"[Smooth edges] blends the colors of adjacent pixels and create smooth edges.
 [Hard edges] produces sharper lines without blending the colors of adjacent pixels.","[Сглаживание краев] смешивает цвета соседних пикселей и создает плавные края.
 [Жёсткие края] создают более четкие линии без смешивания цветов соседних пикселей."
